Time,Clonskeagh Totem,Clonskeagh Totem IN,Clonskeagh Totem OUT,Dun Laoghaire @ Peoples Park Cyclist,Dun Laoghaire @ Peoples Park Cyclists IN,Dun Laoghaire @ Peoples Park Cyclists OUT,Dun Laoghaire @ Seapoint Beach Cyclist,Dun Laoghaire @ Seapoint Beach Cyclists IN,Dun Laoghaire @ Seapoint Beach Cyclists OUT,Dun Laoghaire @ York Road Cyclist,Dun Laoghaire @ York Road Cyclists IN,Dun Laoghaire @ York Road Cyclists OUT,Glenageary Cyclist,Glenageary Bikes IN,Glenageary Bikes OUT,Grange Road Totem,N11 Before UCD,N11 Before UCD Cyclist IN,N11 Before UCD Cyclist OUT,N11 Outbound (Montrose),N11 Outbound (Montrose) OUT-Away From City Centre,N11 Outbound (Montrose) IN- Towards City Centre,N11 Totem Inbound,Rock Road Bus Lane,Rock Road Park,Rock Road Park IN,Rock Road Park OUT,Rock Road Totem Inbound,Wyattville Rd - Bicycles From N11,Wyattville Rd - Bicycles Towards N11,Wyattville Rd At Park Gates Cyclist,Wyattville Rd At Park Gates Bikes IN,Wyattville Rd At Park Gates Bikes OUT,Wyattville Road At Steps Cyclist,Wyattville Road At Steps Bikes IN,Wyattville Road At Steps Bikes OUT
"Jan 1, 2022 12:00 AM",7,4,3,0,0,0,1,1,0,2,0,2,1,0,1,3,1,1,0,0,0,0,1,0,9,9,0,1,0,0,,,,,,
"Jan 1, 2022 1:00 AM",4,4,0,1,0,1,4,0,4,2,0,2,0,0,0,4,3,2,1,0,0,0,2,1,5,2,3,0,0,0,,,,,,
"Jan 1, 2022 2:00 AM",9,6,3,1,1,0,4,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,,,,,,
"Jan 1, 2022 3:00 AM",0,0,0,0,0,0,3,0,3,2,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,,,,,,
"Jan 1, 2022 4:00 AM",3,1,2,1,1,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 1, 2022 5:00 AM",3,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,,,,,
"Jan 1, 2022 6:00 AM",5,2,3,4,3,1,4,4,0,3,3,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,
"Jan 1, 2022 7:00 AM",6,2,4,3,1,2,5,2,3,5,3,2,1,0,1,0,2,2,0,0,0,0,2,4,2,1,1,6,1,1,,,,,,
"Jan 1, 2022 8:00 AM",4,1,3,8,7,1,12,9,3,6,5,1,3,2,1,2,2,2,0,0,0,0,2,6,4,3,1,4,1,1,,,,,,
"Jan 1, 2022 9:00 AM",16,6,10,47,37,10,41,30,11,40,32,8,0,0,0,3,6,6,0,0,0,0,6,4,17,12,5,7,0,2,,,,,,
"Jan 1, 2022 10:00 AM",11,5,6,62,35,27,86,59,27,63,39,24,9,4,5,6,8,8,0,0,0,0,8,17,28,21,7,10,1,3,,,,,,
"Jan 1, 2022 11:00 AM",31,16,15,100,57,43,140,95,45,79,52,27,17,12,5,16,15,15,0,0,0,0,12,24,54,40,14,16,2,4,,,,,,
"Jan 1, 2022 12:00 PM",41,25,16,141,73,68,166,88,78,117,71,46,27,9,18,13,13,12,1,0,0,0,14,22,61,42,19,22,10,2,,,,,,
"Jan 1, 2022 1:00 PM",42,17,25,156,67,89,143,69,74,125,55,70,32,23,9,18,11,10,1,0,0,0,10,19,40,22,18,22,3,8,,,,,,
"Jan 1, 2022 2:00 PM",36,20,16,135,66,69,151,58,93,132,69,63,20,8,12,19,16,16,0,0,0,0,12,26,54,24,30,30,5,2,,,,,,
"Jan 1, 2022 3:00 PM",38,19,19,112,49,63,122,59,63,94,48,46,27,4,23,25,22,22,0,0,0,0,17,19,79,42,37,28,2,2,,,,,,
"Jan 1, 2022 4:00 PM",25,9,16,84,36,48,75,21,54,65,26,39,32,20,12,15,13,13,0,0,0,0,16,11,49,22,27,26,2,1,,,,,,
"Jan 1, 2022 5:00 PM",18,7,11,24,9,15,34,12,22,27,13,14,8,1,7,0,12,11,1,0,0,0,11,8,16,5,11,11,1,0,,,,,,
"Jan 1, 2022 6:00 PM",23,8,15,14,10,4,12,8,4,8,4,4,1,0,1,4,6,6,0,0,0,0,6,6,4,4,0,5,0,1,,,,,,
"Jan 1, 2022 7:00 PM",18,8,10,10,3,7,8,2,6,10,6,4,3,3,0,1,4,4,0,0,0,0,4,5,0,0,0,7,2,2,,,,,,
"Jan 1, 2022 8:00 PM",12,6,6,7,4,3,12,7,5,13,8,5,2,0,2,4,5,5,0,0,0,0,4,3,4,3,1,7,0,2,,,,,,
"Jan 1, 2022 9:00 PM",10,4,6,2,1,1,5,2,3,8,5,3,1,1,0,1,7,6,1,0,0,0,6,3,1,1,0,2,1,0,,,,,,
"Jan 1, 2022 10:00 PM",11,4,7,3,3,0,1,1,0,2,2,0,1,0,1,1,3,2,1,0,0,0,2,1,2,1,1,2,1,0,,,,,,
"Jan 1, 2022 11:00 PM",2,1,1,0,0,0,2,1,1,2,1,1,0,0,0,2,2,2,0,0,0,0,1,2,1,0,1,0,0,0,,,,,,
"Jan 2, 2022 12:00 AM",1,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,,,,
"Jan 2, 2022 1:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
"Jan 2, 2022 2:00 AM",4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 2, 2022 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
"Jan 2, 2022 4:00 AM",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,
"Jan 2, 2022 5:00 AM",1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,,,,,,
"Jan 2, 2022 6:00 AM",4,1,3,1,1,0,2,1,1,2,2,0,0,0,0,3,2,2,0,0,0,0,2,2,0,0,0,0,0,1,,,,,,
"Jan 2, 2022 7:00 AM",8,4,4,7,6,1,13,9,4,14,10,4,3,3,0,2,6,6,0,0,0,0,6,9,2,2,0,11,0,0,,,,,,
"Jan 2, 2022 8:00 AM",9,2,7,19,12,7,24,15,9,23,13,10,4,3,1,2,6,6,0,0,0,0,6,15,9,8,1,16,0,1,,,,,,
"Jan 2, 2022 9:00 AM",23,11,12,79,57,22,86,56,30,62,44,18,6,4,2,2,6,6,0,0,0,0,5,25,19,14,5,23,1,15,,,,,,
"Jan 2, 2022 10:00 AM",24,14,10,103,63,40,134,88,46,90,57,33,15,5,10,8,19,16,3,0,0,0,16,14,34,22,12,18,1,9,,,,,,
"Jan 2, 2022 11:00 AM",32,14,18,120,58,62,138,64,74,90,48,42,15,9,6,9,19,17,2,0,0,0,18,33,49,28,21,31,6,4,,,,,,
"Jan 2, 2022 12:00 PM",49,33,16,141,43,98,169,78,91,121,54,67,17,10,7,5,15,15,0,0,0,0,13,28,53,27,26,29,13,3,,,,,,
"Jan 2, 2022 1:00 PM",35,20,15,129,73,56,135,79,56,119,71,48,39,23,16,13,21,19,2,0,0,0,20,34,44,28,16,45,12,3,,,,,,
"Jan 2, 2022 2:00 PM",51,28,23,121,63,58,108,49,59,90,47,43,36,24,12,11,20,17,3,0,0,0,16,19,44,28,16,28,4,2,,,,,,
"Jan 2, 2022 3:00 PM",47,22,25,92,36,56,90,39,51,78,35,43,40,17,23,15,11,10,1,0,0,0,5,12,23,9,14,29,1,1,,,,,,
"Jan 2, 2022 4:00 PM",31,13,18,86,42,44,70,26,44,71,30,41,46,18,28,12,7,7,0,0,0,0,7,15,39,20,19,15,0,0,,,,,,
"Jan 2, 2022 5:00 PM",15,4,11,25,10,15,29,16,13,32,13,19,7,1,6,7,9,8,1,0,0,0,8,13,20,12,8,13,2,3,,,,,,
"Jan 2, 2022 6:00 PM",23,11,12,12,3,9,18,8,10,19,4,15,10,4,6,5,5,4,1,0,0,0,4,4,3,3,0,6,0,0,,,,,,
"Jan 2, 2022 7:00 PM",15,7,8,3,2,1,17,4,13,13,4,9,6,3,3,3,3,3,0,0,0,0,3,5,6,5,1,8,1,2,,,,,,
"Jan 2, 2022 8:00 PM",18,7,11,6,3,3,7,1,6,5,1,4,3,1,2,2,5,5,0,0,0,0,5,5,1,0,1,12,0,0,,,,,,
"Jan 2, 2022 9:00 PM",18,6,12,3,1,2,3,0,3,5,2,3,1,0,1,3,5,4,1,0,0,0,5,4,1,0,1,3,1,1,,,,,,
"Jan 2, 2022 10:00 PM",7,1,6,4,2,2,3,2,1,2,1,1,0,0,0,3,2,2,0,0,0,0,2,1,3,0,3,4,0,1,,,,,,
"Jan 2, 2022 11:00 PM",2,1,1,0,0,0,2,0,2,3,1,2,1,0,1,0,1,1,0,0,0,0,2,4,0,0,0,2,0,1,,,,,,
"Jan 3, 2022 12:00 AM",1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,,,,,
"Jan 3, 2022 1:00 AM",1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,
"Jan 3, 2022 2:00 AM",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
"Jan 3, 2022 3:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,
"Jan 3, 2022 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 3, 2022 5:00 AM",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,4,0,0,,,,,,
"Jan 3, 2022 6:00 AM",6,4,2,2,0,2,6,1,5,4,0,4,0,0,0,3,3,3,0,0,0,0,3,2,2,1,1,7,1,0,,,,,,
"Jan 3, 2022 7:00 AM",6,3,3,9,5,4,8,6,2,8,6,2,2,0,2,2,6,5,1,0,0,0,5,6,2,2,0,8,0,2,,,,,,
"Jan 3, 2022 8:00 AM",10,2,8,18,10,8,18,8,10,17,11,6,9,3,6,1,5,5,0,0,0,0,6,11,4,3,1,13,1,4,,,,,,
"Jan 3, 2022 9:00 AM",31,11,20,79,54,25,84,59,25,71,46,25,9,2,7,3,11,11,0,0,0,0,11,22,28,22,6,16,1,4,,,,,,
"Jan 3, 2022 10:00 AM",28,16,12,100,65,35,121,76,45,101,65,36,7,5,2,11,8,7,1,0,0,0,9,28,34,30,4,21,3,4,,,,,,
"Jan 3, 2022 11:00 AM",31,19,12,107,58,49,132,68,64,94,48,46,16,12,4,15,14,13,1,0,0,0,14,27,63,49,14,25,7,8,,,,,,
"Jan 3, 2022 12:00 PM",42,20,22,124,54,70,138,71,67,127,67,60,19,13,6,19,22,22,0,0,0,0,18,27,72,31,41,29,10,6,,,,,,
"Jan 3, 2022 1:00 PM",43,18,25,150,74,76,137,80,57,127,72,55,21,11,10,21,28,28,0,0,0,0,24,23,39,19,20,35,3,7,,,,,,
"Jan 3, 2022 2:00 PM",66,30,36,119,60,59,130,46,84,131,51,80,30,18,12,15,15,14,1,0,0,0,19,24,41,27,14,31,7,2,,,,,,
"Jan 3, 2022 3:00 PM",63,32,31,107,39,68,110,53,57,97,48,49,18,7,11,18,14,13,1,0,0,0,10,23,57,18,39,43,10,1,,,,,,
"Jan 3, 2022 4:00 PM",40,19,21,61,23,38,73,27,46,77,28,49,20,6,14,14,16,15,1,0,0,0,15,13,27,14,13,22,6,3,,,,,,
"Jan 3, 2022 5:00 PM",30,10,20,23,12,11,43,14,29,32,16,16,6,3,3,12,12,12,0,0,0,0,11,15,18,10,8,26,2,1,,,,,,
"Jan 3, 2022 6:00 PM",30,12,18,18,9,9,19,6,13,14,8,6,9,7,2,8,7,7,0,0,0,0,6,9,6,3,3,8,2,1,,,,,,
"Jan 3, 2022 7:00 PM",22,9,13,10,5,5,8,1,7,10,4,6,1,0,1,2,6,6,0,0,0,0,6,6,3,3,0,15,0,1,,,,,,
"Jan 3, 2022 8:00 PM",14,7,7,3,2,1,5,2,3,5,3,2,0,0,0,6,7,5,2,0,0,0,5,4,2,2,0,6,0,2,,,,,,
"Jan 3, 2022 9:00 PM",8,2,6,1,1,0,3,2,1,2,1,1,0,0,0,6,2,2,0,0,0,0,2,1,1,1,0,3,1,0,,,,,,
"Jan 3, 2022 10:00 PM",5,4,1,0,0,0,1,0,1,2,0,2,0,0,0,4,0,0,0,0,0,0,0,2,3,0,3,4,0,0,,,,,,
"Jan 3, 2022 11:00 PM",0,0,0,1,1,0,2,0,2,2,1,1,1,0,1,2,2,1,1,0,0,0,1,1,0,0,0,1,0,0,,,,,,
"Jan 4, 2022 12:00 AM",2,1,1,0,0,0,0,0,0,1,1,0,2,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,
"Jan 4, 2022 1:00 AM",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
"Jan 4, 2022 2:00 AM",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 4, 2022 3:00 AM",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 4, 2022 4:00 AM",2,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,
"Jan 4, 2022 5:00 AM",6,3,3,0,0,0,1,0,1,1,0,1,0,0,0,3,3,3,0,0,0,0,3,1,0,0,0,8,0,0,,,,,,
"Jan 4, 2022 6:00 AM",17,10,7,7,3,4,11,4,7,10,5,5,1,1,0,7,14,14,0,0,0,0,14,6,3,3,0,19,1,3,,,,,,
"Jan 4, 2022 7:00 AM",47,32,15,27,7,20,34,10,24,29,12,17,10,8,2,7,33,33,0,0,0,0,36,19,10,2,8,46,0,3,,,,,,
"Jan 4, 2022 8:00 AM",69,47,22,33,10,23,54,24,30,44,19,25,10,7,3,2,48,47,1,0,0,0,47,24,25,6,19,59,5,2,,,,,,
"Jan 4, 2022 9:00 AM",44,31,13,30,14,16,43,21,22,32,15,17,6,4,2,7,25,24,1,0,0,0,23,8,17,11,6,25,1,0,,,,,,
"Jan 4, 2022 10:00 AM",27,21,6,56,34,22,61,37,24,65,48,17,10,7,3,20,21,21,0,0,0,0,23,21,19,13,6,24,3,2,,,,,,
"Jan 4, 2022 11:00 AM",42,24,18,46,19,27,70,28,42,61,25,36,11,5,6,9,15,13,2,0,0,0,11,18,25,20,5,24,4,3,,,,,,
"Jan 4, 2022 12:00 PM",44,24,20,54,36,18,93,56,37,49,33,16,19,13,6,15,19,17,2,0,0,0,13,20,25,19,6,22,4,3,,,,,,
"Jan 4, 2022 1:00 PM",51,26,25,75,37,38,71,31,40,66,40,26,20,7,13,10,23,22,1,0,0,0,19,13,37,24,13,26,3,2,,,,,,
"Jan 4, 2022 2:00 PM",67,42,25,73,39,34,71,42,29,74,41,33,14,11,3,63,18,15,3,0,0,0,16,14,31,25,6,24,4,7,,,,,,
"Jan 4, 2022 3:00 PM",47,19,28,49,26,23,54,27,27,41,21,20,13,5,8,19,22,19,3,0,0,0,18,23,30,16,14,20,3,2,,,,,,
"Jan 4, 2022 4:00 PM",87,28,59,48,24,24,62,30,32,41,21,20,5,3,2,20,13,13,0,0,0,0,14,25,35,27,8,24,5,3,,,,,,
"Jan 4, 2022 5:00 PM",67,15,52,37,26,11,62,40,22,50,27,23,14,7,7,5,13,13,0,0,0,0,15,48,34,21,13,40,0,1,,,,,,
"Jan 4, 2022 6:00 PM",57,15,42,21,18,3,32,20,12,27,18,9,8,4,4,11,11,11,0,0,0,0,12,30,14,12,2,19,1,1,,,,,,
"Jan 4, 2022 7:00 PM",29,11,18,13,11,2,25,13,12,22,12,10,5,3,2,5,11,11,0,0,0,0,12,17,5,3,2,11,4,0,,,,,,
"Jan 4, 2022 8:00 PM",25,9,16,8,5,3,13,7,6,8,4,4,4,1,3,3,4,4,0,0,0,0,6,17,9,4,5,11,3,3,,,,,,
"Jan 4, 2022 9:00 PM",13,3,10,1,1,0,4,1,3,3,1,2,5,0,5,4,7,6,1,0,0,0,6,2,2,2,0,8,0,1,,,,,,
"Jan 4, 2022 10:00 PM",5,3,2,2,1,1,4,3,1,2,1,1,1,0,1,1,1,1,0,0,0,0,1,5,1,0,1,4,2,0,,,,,,
"Jan 4, 2022 11:00 PM",2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,,,,,,
"Jan 5, 2022 12:00 AM",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
"Jan 5, 2022 1:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,
"Jan 5, 2022 2:00 AM",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 5, 2022 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 5, 2022 4:00 AM",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,
"Jan 5, 2022 5:00 AM",6,4,2,0,0,0,1,0,1,1,0,1,0,0,0,2,2,2,0,0,0,0,3,2,2,1,1,10,1,0,,,,,,
"Jan 5, 2022 6:00 AM",23,14,9,6,2,4,8,1,7,5,1,4,1,1,0,2,10,10,0,0,0,0,10,6,0,0,0,26,0,1,,,,,,
"Jan 5, 2022 7:00 AM",47,34,13,27,6,21,29,12,17,31,12,19,5,4,1,5,31,31,0,0,0,0,34,13,10,6,4,46,2,2,,,,,,
"Jan 5, 2022 8:00 AM",75,52,23,37,11,26,58,23,35,37,19,18,4,3,1,6,40,40,0,0,0,0,42,21,17,7,10,64,4,4,,,,,,
"Jan 5, 2022 9:00 AM",43,31,12,28,8,20,36,20,16,31,18,13,6,5,1,3,19,19,0,0,0,0,19,14,26,16,10,35,2,3,,,,,,
"Jan 5, 2022 10:00 AM",34,23,11,33,19,14,39,21,18,33,25,8,14,9,5,9,16,16,0,0,0,0,15,9,19,12,7,11,2,3,,,,,,
"Jan 5, 2022 11:00 AM",40,19,21,47,27,20,61,29,32,38,18,20,14,4,10,1,18,17,1,0,0,0,13,17,20,7,13,25,3,2,,,,,,
"Jan 5, 2022 12:00 PM",40,31,9,70,42,28,75,53,22,52,32,20,19,12,7,7,17,13,4,0,0,0,15,21,18,15,3,30,4,2,,,,,,
"Jan 5, 2022 1:00 PM",59,31,28,74,33,41,73,29,44,61,28,33,18,10,8,9,21,17,4,0,0,0,22,21,24,15,9,25,1,3,,,,,,
"Jan 5, 2022 2:00 PM",61,32,29,71,33,38,63,35,28,50,37,13,15,15,0,13,18,16,2,0,0,0,16,24,28,19,9,25,4,1,,,,,,
"Jan 5, 2022 3:00 PM",57,30,27,58,30,28,65,27,38,55,24,31,12,5,7,15,25,25,0,0,0,0,19,14,30,15,15,23,7,7,,,,,,
"Jan 5, 2022 4:00 PM",71,29,42,55,33,22,69,38,31,52,29,23,13,6,7,13,19,18,1,0,0,0,22,37,38,24,14,24,3,1,,,,,,
"Jan 5, 2022 5:00 PM",102,27,75,34,26,8,50,28,22,51,26,25,13,4,9,12,16,14,2,0,0,0,19,45,34,15,19,24,4,0,,,,,,
"Jan 5, 2022 6:00 PM",82,33,49,31,23,8,51,36,15,45,28,17,5,1,4,9,10,10,0,0,0,0,10,36,19,14,5,20,2,4,,,,,,
"Jan 5, 2022 7:00 PM",50,16,34,16,13,3,27,19,8,22,13,9,6,1,5,8,13,12,1,0,0,0,13,31,9,8,1,13,2,3,,,,,,
"Jan 5, 2022 8:00 PM",29,10,19,6,3,3,9,5,4,8,4,4,1,0,1,4,9,7,2,0,0,0,10,17,3,2,1,10,2,3,,,,,,
"Jan 5, 2022 9:00 PM",14,7,7,5,4,1,7,6,1,5,4,1,1,1,0,2,8,7,1,0,0,0,7,2,6,4,2,9,4,2,,,,,,
"Jan 5, 2022 10:00 PM",9,4,5,2,1,1,5,1,4,5,2,3,0,0,0,1,3,2,1,0,0,0,2,3,4,2,2,6,0,0,,,,,,
"Jan 5, 2022 11:00 PM",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,,,,,,
"Jan 6, 2022 12:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,
"Jan 6, 2022 1:00 AM",3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,,,,,,
"Jan 6, 2022 2:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 6, 2022 3:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 6, 2022 4:00 AM",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,
"Jan 6, 2022 5:00 AM",6,4,2,0,0,0,2,0,2,2,1,1,0,0,0,1,5,5,0,0,0,0,5,3,0,0,0,5,0,0,,,,,,
"Jan 6, 2022 6:00 AM",17,9,8,4,1,3,8,3,5,5,1,4,3,3,0,5,9,9,0,0,0,0,9,7,2,2,0,18,0,1,,,,,,
"Jan 6, 2022 7:00 AM",48,35,13,12,3,9,24,7,17,16,5,11,4,2,2,5,28,28,0,0,0,0,30,15,6,2,4,26,1,2,,,,,,
"Jan 6, 2022 8:00 AM",65,40,25,22,8,14,35,8,27,27,11,16,12,7,5,7,33,31,2,0,0,0,32,19,11,4,7,64,2,1,,,,,,
"Jan 6, 2022 9:00 AM",53,36,17,7,2,5,21,11,10,17,11,6,0,0,0,5,15,14,1,0,0,0,16,9,13,8,5,20,0,0,,,,,,
"Jan 6, 2022 10:00 AM",30,20,10,10,3,7,17,14,3,11,7,4,5,4,1,3,14,13,1,0,0,0,13,8,7,2,5,9,1,1,,,,,,
"Jan 6, 2022 11:00 AM",15,9,6,9,5,4,17,9,8,11,7,4,5,4,1,2,4,3,1,0,0,0,2,6,3,1,2,10,3,0,,,,,,
"Jan 6, 2022 12:00 PM",32,19,13,17,10,7,24,14,10,22,14,8,8,5,3,8,9,8,1,0,0,0,8,14,12,8,4,10,2,2,,,,,,
"Jan 6, 2022 1:00 PM",46,22,24,27,12,15,37,18,19,28,14,14,12,8,4,7,10,8,2,0,0,0,9,11,11,4,7,10,1,2,,,,,,
"Jan 6, 2022 2:00 PM",33,15,18,15,7,8,27,14,13,18,9,9,7,4,3,7,15,15,0,0,0,0,14,16,10,8,2,9,1,1,,,,,,
"Jan 6, 2022 3:00 PM",40,19,21,15,8,7,36,21,15,23,14,9,7,1,6,18,14,14,0,0,0,0,12,16,12,4,8,15,0,0,,,,,,
"Jan 6, 2022 4:00 PM",63,34,29,28,18,10,29,17,12,29,16,13,15,5,10,12,10,9,1,0,0,0,10,20,12,9,3,19,3,1,,,,,,
"Jan 6, 2022 5:00 PM",67,25,42,28,19,9,45,23,22,37,19,18,12,4,8,11,14,12,2,0,0,0,11,33,16,12,4,31,0,2,,,,,,
"Jan 6, 2022 6:00 PM",45,11,34,24,20,4,43,27,16,31,20,11,6,1,5,8,17,16,1,0,0,0,16,26,10,7,3,22,2,1,,,,,,
"Jan 6, 2022 7:00 PM",38,14,24,8,5,3,11,6,5,11,6,5,4,1,3,5,10,9,1,0,0,0,10,14,7,4,3,12,0,1,,,,,,
"Jan 6, 2022 8:00 PM",22,5,17,5,4,1,10,6,4,6,5,1,2,1,1,3,6,6,0,0,0,0,5,12,3,1,2,12,1,1,,,,,,
"Jan 6, 2022 9:00 PM",16,5,11,2,1,1,4,1,3,5,2,3,1,0,1,4,8,8,0,0,0,0,8,6,2,2,0,9,0,2,,,,,,
"Jan 6, 2022 10:00 PM",8,3,5,1,1,0,3,2,1,3,2,1,1,1,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,1,,,,,,
"Jan 6, 2022 11:00 PM",0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,3,0,0,,,,,,
"Jan 7, 2022 12:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,,,,,,
"Jan 7, 2022 1:00 AM",1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 7, 2022 2:00 AM",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 7, 2022 3:00 AM",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 7, 2022 4:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Jan 7, 2022 5:00 AM",6,2,4,0,0,0,1,0,1,1,0,1,0,0,0,2,5,5,0,0,0,0,5,3,1,0,1,6,1,0,,,,,,
"Jan 7, 2022 6:00 AM",17,11,6,9,3,6,11,6,5,9,5,4,0,0,0,4,7,7,0,0,0,0,6,8,3,3,0,13,0,1,,,,,,
"Jan 7, 2022 7:00 AM",54,30,24,30,8,22,41,12,29,34,13,21,3,3,0,3,21,21,0,0,0,0,23,21,12,3,9,39,2,3,,,,,,
"Jan 7, 2022 8:00 AM",86,58,28,50,16,34,57,20,37,59,21,38,23,16,7,13,45,43,2,0,0,0,44,18,23,7,16,60,2,2,,,,,,
"Jan 7, 2022 9:00 AM",52,37,15,32,11,21,41,15,26,34,19,15,5,3,2,3,21,21,0,0,0,0,22,11,15,7,8,32,0,4,,,,,,
"Jan 7, 2022 10:00 AM",30,19,11,24,15,9,18,11,7,23,12,11,7,4,3,0,11,10,1,0,0,0,9,7,6,3,3,11,2,0,,,,,,
"Jan 7, 2022 11:00 AM",23,13,10,13,10,3,27,14,13,12,8,4,10,2,8,2,9,9,0,0,0,0,7,4,13,9,4,17,2,1,,,,,,
"Jan 7, 2022 12:00 PM",27,15,12,8,5,3,11,6,5,5,2,3,7,6,1,5,7,6,1,0,0,0,8,6,3,3,0,10,1,1,,,,,,
"Jan 7, 2022 1:00 PM",49,20,29,23,12,11,30,16,14,23,13,10,8,6,2,6,18,17,1,0,0,0,15,13,13,10,3,16,3,0,,,,,,
"Jan 7, 2022 2:00 PM",38,21,17,32,18,14,42,28,14,33,21,12,15,7,8,5,11,10,1,0,0,0,9,15,9,6,3,11,3,3,,,,,,
